"UserID","UserNo","Name","Email","IP Address","Unique ID","Started","Ended","Q1. Overall, how did you feel about the service you received today?","Q2. How could we improve this service?","Q3. What Licensing task did you need to carry out today?","Q4. How easy was it to complete this task?","Q5. If you found it fairly or extremely difficult to complete this task, please could you say why this was?"
"48689088","676","","","","","25/11/2016 14:51:00","25/11/2016 14:51:00","Very satisfied",".","Make changes to my existing Operator’s Licence","Very easy",-
"48692473","677","","","","","25/11/2016 15:53:00","25/11/2016 15:55:00","Neither satisfied nor dissatisfied","I don't seem to be able to print off a copy of the full licence as before. I use this to send out to all NTMs on a monthly basis to check and sign off. I also have struggled uploading documents 1 off the 4 applications today has resulted in me having to post an advert.","Apply for a new Operator’s licence","Neither easy nor difficult",-
"48693304","678","","","","","25/11/2016 16:10:00","25/11/2016 16:10:00","Very dissatisfied","MAKING IT EASIER TO ADD A VEHCILE","Make changes to my existing Operator’s Licence","Extremely difficult","HARD TO FIND WHAT I WAS LOOKING FOR"
"48694156","679","","","","","25/11/2016 16:25:00","25/11/2016 16:27:00","Very satisfied","This is a great improvement from the previous process and really easy to work with ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48694314","680","","","","","25/11/2016 16:28:00","25/11/2016 16:33:00","Dissatisfied","By reinstating the daily listing of registrations which now appears to be no longer available. Whilst the service now seems easier to use than before in terms of looking up individual operators which is good, the loss of the daily listing of new changes is very disappointing.","Bus registrations","Extremely difficult","Yes, because the pages that were previously available showing daily listing of registration changes lodged with the Office of the Traffic Commissioner appears to be no longer available."
"48694470","681","","","","","25/11/2016 16:32:00","25/11/2016 16:33:00","Satisfied","By telling operators to click onto their licence to see the list of vehicles on the licence to either remove or add","Make changes to my existing Operator’s Licence","Extremely easy",-
"48697438","682","","","","","25/11/2016 17:48:00","25/11/2016 17:49:00","Very satisfied","??","Make changes to my existing Operator’s Licence","Extremely easy",-
"48698626","683","","","","","25/11/2016 18:30:00","25/11/2016 18:31:00","Satisfied","a downloadable list of current and removed vehicles ","Make changes to my existing Operator’s Licence","Very easy",-
"48699425","684","","","","","25/11/2016 19:00:00","25/11/2016 19:01:00","Very satisfied","its oki - ","Create a new account","Very easy",-
"48699592","685","","","","","25/11/2016 19:07:00","25/11/2016 19:08:00","Satisfied","ITS OKI","Create a new account","Extremely easy",-
"48701180","686","","","","","25/11/2016 20:20:00","25/11/2016 20:22:00","Satisfied","The service is fine but the previous system was also fine/ Seems to be changing for the sake of Changing","Make changes to my existing Operator’s Licence","Extremely easy",-
"48703257","687","","","","","25/11/2016 21:47:00","25/11/2016 21:52:00","Very satisfied","Being able to apply for license alterations online ","Find licensing information","Very easy",-
"48703789","688","","","","","25/11/2016 22:10:00","25/11/2016 22:11:00","Very satisfied","This service is satisfactory as it is.","Sign in to my existing account","Extremely easy",-
"48706188","689","","","","","26/11/2016 00:35:00","26/11/2016 00:38:00","Very dissatisfied","cant search for changes in registrations as you could in the vosa site. ","Bus registrations","Extremely difficult","no option given to search changes in registrations as given in the previuose vosa site"
"48706901","690","","","","","26/11/2016 02:29:00","26/11/2016 02:32:00","Neither satisfied nor dissatisfied","When I tried to use the service on my Samsung Galaxy S3 (Android) it kept jumping back when I tried to narrow the search e.g wanted to select only current operator licences.","Find licensing information","Fairly difficult ","Because I could not do it on my phone so had to go my laptop."
"48718079","691","","","","","26/11/2016 16:28:00","26/11/2016 16:31:00","Very satisfied","Nothing, This service is far, far easier than the previous one. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48719693","692","","","","","26/11/2016 17:47:00","26/11/2016 17:48:00","Very satisfied","very straightforward , easier than postal application ","Apply for a new Operator’s licence","Extremely easy",-
"48721177","693","","","","","26/11/2016 18:40:00","26/11/2016 18:41:00","Very dissatisfied","The old system allowed the visibility of all registration changes on any one day, this new service makes finding that information impossible.","Bus registrations","Extremely difficult","Could not see a list for all operators on one day.,"
"48733439","694","","","","","27/11/2016 09:03:00","27/11/2016 09:08:00","Neither satisfied nor dissatisfied","Better exclamation of each section. I have checked the document but don't know how to print it.","Find licensing information","Fairly difficult ","I want to renew my licence. It does not cover this in a straight forward way,"
"48743881","695","","","","","27/11/2016 18:47:00","27/11/2016 18:49:00","Satisfied","no comments","Sign in to my existing account","Very easy",-
"48744477","696","","","","","27/11/2016 19:18:00","27/11/2016 19:21:00","Satisfied","the search that i requested left me more confused, perhaps some time could be spent on this section","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48745435","697","","","","","27/11/2016 20:12:00","27/11/2016 20:13:00","Very satisfied","n/a","Find licensing information","Extremely easy",-
"48748642","698","","","","","27/11/2016 23:28:00","27/11/2016 23:36:00","Satisfied","Under ""Check vehicle operator decisions and applications"" There is not a selection for ""Application made"" only for ""Application granted"". - When selection a type under ""Publication section"" other than ""All"" one has to selection ""All"" again before the list of selections returns. - The results given are NOT in date order and are jumbled up - this makes if extremely difficult to determine in what order and how many on a particular date the various applications are made and determined.","Bus registrations","Neither easy nor difficult",-
"48753274","699","","","","","28/11/2016 07:49:00","28/11/2016 07:50:00","Satisfied","its a big improvement on the previous offering","Find licensing information","Very easy",-
"48762745","700","","","","","28/11/2016 10:15:00","28/11/2016 10:15:00","Very satisfied","new website easier to navigate - no improvements so far","Sign in to my existing account","Extremely easy",-
"48766628","701","","","","","28/11/2016 10:53:00","28/11/2016 10:57:00","Very dissatisfied","I have been onto the documents page to find a great number of documents annotated with new. When I have looked at some they are several years old? The Documents page needs to show what date the document has be loaded onto the page otherwise there is a danger that documents will be missed. The new system in general looks ok, but the documents page lets it down unfortunately.","Sign in to my existing account","Extremely difficult","The documents page is useless unless it reflects a date order. - "
"48771239","702","","","","","28/11/2016 11:39:00","28/11/2016 11:41:00","Satisfied","Easier way to print complete list of vehicles for each o-license site","Find licensing information","Very easy",-
"48773851","703","","","","","28/11/2016 11:59:00","28/11/2016 11:59:00","Very satisfied","N/A","Make changes to my existing Operator’s Licence","Very easy",-
"48774104","704","","","","","28/11/2016 12:01:00","28/11/2016 12:02:00","Very satisfied","everything easy to access","Find licensing information","Extremely easy",-
"48774211","705","","","","","28/11/2016 12:02:00","28/11/2016 12:03:00","Very satisfied","i am a new user so far its grate.  ","Make changes to my existing Operator’s Licence","Very easy",-
"48777927","706","","","","","28/11/2016 12:47:00","28/11/2016 12:48:00","Very satisfied","It was very good and at the moment i have no additional comments.","Sign in to my existing account","Extremely easy",-
"48779122","707","","","","","28/11/2016 13:05:00","28/11/2016 13:06:00","Very satisfied","Make it more clear what options are under paragraphs.","Make changes to my existing Operator’s Licence","Extremely easy",-
"48779798","708","","","","","28/11/2016 13:14:00","28/11/2016 13:16:00","Satisfied","dont think you can","Make changes to my existing Operator’s Licence","Very easy",-
"48780361","709","","","","","28/11/2016 13:22:00","28/11/2016 13:23:00","Very satisfied","No improvement needed. It is clear and easy to use. Great.","Sign in to my existing account","Extremely easy",-
"48782588","710","","","","","28/11/2016 13:51:00","28/11/2016 13:52:00","Very satisfied","None","Make changes to my existing Operator’s Licence","Extremely easy",-
"48782678","711","","","","","28/11/2016 13:53:00","28/11/2016 13:54:00","Dissatisfied","Include ALL the things we  need to manage ur licences, example the ability to add/remove vehicles.","Make changes to my existing Operator’s Licence","Extremely difficult","It was not there to be abe to carry out the task."
"48783023","712","","","","","28/11/2016 13:58:00","28/11/2016 13:59:00","Very satisfied","No suggestions","Make changes to my existing Operator’s Licence","Very easy",-
"48785574","713","","","","","28/11/2016 14:25:00","28/11/2016 14:26:00","Very dissatisfied","does not work","Make changes to my existing Operator’s Licence","Extremely difficult","IT DOES NOT WORK!!!!"
"48785470","714","","","","","28/11/2016 14:24:00","28/11/2016 14:27:00","Neither satisfied nor dissatisfied","it pulls through too much info. the old one was easier to navigate to exactly the license. its vague","Find licensing information","Fairly difficult ","as previous "
"48785635","715","","","","","28/11/2016 14:26:00","28/11/2016 14:33:00","Satisfied","Welsh speakers","Apply for a new Operator’s licence","Neither easy nor difficult",-
"48787526","716","","","","","28/11/2016 14:51:00","28/11/2016 14:52:00","Neither satisfied nor dissatisfied","Phone numbers for transport managers","Find licensing information","Very easy",-
"48790235","717","","","","","28/11/2016 15:24:00","28/11/2016 15:26:00","Neither satisfied nor dissatisfied","more printing options","Make changes to my existing Operator’s Licence","Fairly difficult ","very hard to go between licences not as concise as old system "
"48791002","718","","","","","28/11/2016 15:31:00","28/11/2016 15:32:00","Neither satisfied nor dissatisfied","The TAn 21 system was alot cleaer and easier to use and seemed to show alot more information","Sign in to my existing account","Extremely easy",-
"48793138","719","","","","","28/11/2016 16:03:00","28/11/2016 16:04:00","Very dissatisfied","There is no longer the facility to distinguish between hgv licences and pcv licences which we were able to do on the old system.","Find licensing information","Extremely difficult","No facility to filter out lorry licences when looking for bus operator licences"
"48794115","720","","","","","28/11/2016 16:20:00","28/11/2016 16:23:00","Very dissatisfied","The self serve has changed and I cannot do anything with it.. - No add vehicles no remove vehicles no edit facility nothing ","Sign in to my existing account","Neither easy nor difficult",-
"48795334","721","","","","","28/11/2016 16:41:00","28/11/2016 16:42:00","Very satisfied","SEEMS OK ","Sign in to my existing account","Extremely easy",-
"48797638","722","","","","","28/11/2016 17:36:00","28/11/2016 17:37:00","Satisfied","Include a complete Licence summary tab","Make changes to my existing Operator’s Licence","Very easy",-
"48799213","723","","","","","28/11/2016 18:26:00","28/11/2016 18:29:00","Very dissatisfied","by keeping my logon details the same and not blocking me form getting in ","Sign in to my existing account","Extremely difficult","My log in details no longer work  I have not changed them and I have had no notification That you have changed your site or details "
"48804113","724","","","","","28/11/2016 21:38:00","28/11/2016 21:40:00","Dissatisfied","Have a way to sort lists e.g. By date, operator or service number. Currently this lists of services appear random. Also, have a category for new applications (the ""new"" category doesn't do this ) I.e. For applications that are not yet in force.","Bus registrations","Extremely difficult","Hard to find and sort bus registrations, no way of effectively filtering or sorting them"
"48805248","725","","","","","28/11/2016 22:35:00","28/11/2016 22:38:00","Very satisfied","none ","Create a new account","Extremely easy",-
"48809402","726","","","","","29/11/2016 06:16:00","29/11/2016 06:18:00","Very dissatisfied","It is unhelpful.  It tells me to activate my account, which I was unaware had been deactivated, but doesn't tell me how.","Sign in to my existing account","Extremely difficult","Because it says my account isn't active"
"48818021","727","","","","","29/11/2016 09:45:00","29/11/2016 09:46:00","Dissatisfied","Be able to change director information on all licences at the same time instead of individually.","Make changes to my existing Operator’s Licence","Very easy",-
"48818110","728","","","","","29/11/2016 09:46:00","29/11/2016 09:47:00","Very satisfied","Can you have a print function?","Find licensing information","Extremely easy",-
"48818494","729","","","","","29/11/2016 09:52:00","29/11/2016 09:53:00","Very satisfied","SEEMS OK NO IMPROVEMENT REQUIRED","Make changes to my existing Operator’s Licence","Extremely easy",-
"48818916","730","","","","","29/11/2016 09:58:00","29/11/2016 09:59:00","Satisfied","ON limited checks made it worked OK - search options seem to work okay.  ","Find licensing information","Very easy",-
"48823216","731","","","","","29/11/2016 10:58:00","29/11/2016 10:59:00","Satisfied","Search by town","Find licensing information","Very easy",-
"48824823","732","","","","","29/11/2016 11:19:00","29/11/2016 11:21:00","Very dissatisfied","revert to the simple to use as previous","Sign in to my existing account","Extremely difficult","why did I have to apply a new password to enter the site and so hard to reprint anything"
"48825859","733","","","","","29/11/2016 11:29:00","29/11/2016 11:31:00","Very satisfied","Hard to say, first time I have used it!","Make changes to my existing Operator’s Licence","Very easy",-
"48827783","734","","","","","29/11/2016 11:50:00","29/11/2016 11:51:00","Very dissatisfied","By returning to the previous version until this version offers the same functionality.","Find licensing information","Extremely difficult","I cannot look at changes to services in my local area on a daily basis."
"48828273","735","","","","","29/11/2016 11:55:00","29/11/2016 11:56:00","Dissatisfied","The documents box could be better with dates so that you know what is current and easier to look back on.  ","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48829683","736","","","","","29/11/2016 12:09:00","29/11/2016 12:10:00","Very satisfied","Nothing really","Make changes to my existing Operator’s Licence","Extremely easy",-
"48830795","737","","","","","29/11/2016 12:23:00","29/11/2016 12:25:00","Dissatisfied","Reinstate the ability to see recent applications, variations, cancellations for any operator at a glance ","Bus registrations","Extremely difficult","The ability to find details required is poor. No progress made in the last three weeks, despite four emails."
"48832302","738","","","","","29/11/2016 12:44:00","29/11/2016 12:45:00","Very dissatisfied","By ensuring that all available options work","Find licensing information","Extremely difficult","Unable to access any documents to print off"
"48844037","739","","","","","29/11/2016 14:38:00","29/11/2016 14:39:00","Very satisfied","  Used this new site for the first time.  Very easy, very fast.  Much improved.","Sign in to my existing account","Extremely easy",-
"48844355","740","","","","","29/11/2016 14:41:00","29/11/2016 14:42:00","Very satisfied","its a good service, easy to use","Make changes to my existing Operator’s Licence","Extremely easy",-
"48845646","741","","","","","29/11/2016 14:53:00","29/11/2016 14:54:00","Very satisfied","No improvements required. Very user friendly.","Make changes to my existing Operator’s Licence","Extremely easy",-
"48846553","742","","","","","29/11/2016 15:01:00","29/11/2016 15:03:00","Satisfied","It will take a bit of time to get used to the new format and layout.","Sign in to my existing account","Very easy",-
"48847050","743","","","","","29/11/2016 15:06:00","29/11/2016 15:10:00","Dissatisfied","Unable to find links to add new vehicle and delete older vehicles off the current licence - ","Make changes to my existing Operator’s Licence","Extremely difficult","Could not get to  the licence on line - would not accept a membership number which I assume is the licence number"
"48848661","744","","","","","29/11/2016 15:21:00","29/11/2016 15:23:00","Dissatisfied","It could work instead of freezing! It is very poor trying to remove vehicle registrations from the Operator Licence! So frustrating! Plus you now have the option to only do one vehicle at a time!","Make changes to my existing Operator’s Licence","Fairly difficult ","Only one vehicle update at any one time, unable to remove vehicles from licence. System very slow and not updating the information. Not as user friendly as old site!"
"48852625","745","","","","","29/11/2016 16:03:00","29/11/2016 16:08:00","Dissatisfied","Sort out the duplication of operators which appears in listings - see following page for more detail","Find licensing information","Fairly difficult ","Searching for PSV operators located in ""Cheadle"" returned 29 results, after filtering it down to Valid PSV operators. Most of the resulting entries were displayed 2 or 3 times, and the data shown in the ""Address"" column appears to contain data which is not shown on the main screen when that licence is selected. For example, the address for the Goldstraw entry does not appear in his record when it has been selected - where is this coming from ? "
"48854047","746","","","","","29/11/2016 16:21:00","29/11/2016 16:23:00","Very satisfied","Nothing, it is a massive improvement on the last service provided","Find licensing information","Extremely easy",-
"48854416","747","","","","","29/11/2016 16:25:00","29/11/2016 16:26:00","Very satisfied","no comment","Find licensing information","Extremely easy",-
"48858217","748","","","","","29/11/2016 17:17:00","29/11/2016 17:17:00","Very satisfied","very good new outlay ","Find licensing information","Extremely easy",-
"48858430","749","","","","","29/11/2016 17:20:00","29/11/2016 17:23:00","Satisfied","Not sure; the site is not as easy to navigate and view as the previous.","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48859227","750","","","","","29/11/2016 17:34:00","29/11/2016 17:36:00","Very satisfied","Put a phone number on the sign in page for all of us who have forgotten their pass words and need help","Create a new account","Extremely easy",-
"48862200","751","","","","","29/11/2016 18:36:00","29/11/2016 18:38:00","Neither satisfied nor dissatisfied","there appears no facility for printing out a list of vehicles on the licence ","Make changes to my existing Operator’s Licence","Very easy",-
"48864036","752","","","","","29/11/2016 19:16:00","29/11/2016 19:19:00","Very dissatisfied","Revised website is VERY unclear and almost impossible to search effectively. -  - I do not understand why it was not possible to retain the key elements of the old site. This has clearly been devised by people with NO understanding of the PSV industry ","Find licensing information","Extremely difficult","Site is muddled (PSVs with HGVs) and inability to search properly -  - VERY POOR INDEED"
"48866696","753","","","","","29/11/2016 20:24:00","29/11/2016 20:25:00","Very satisfied","this service has already improved","Find licensing information","Extremely easy",-
"48878677","754","","","","","30/11/2016 08:16:00","30/11/2016 08:17:00","Satisfied","show old vehicles and removal dates","Sign in to my existing account","Very easy",-
"48880062","755","","","","","30/11/2016 08:46:00","30/11/2016 08:48:00","Very satisfied","Service seems very good, I had one question I telephoned the number and got an immediate answer, very pleased so much easier than paperwork and forms thank you ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48882771","756","","","","","30/11/2016 09:22:00","30/11/2016 09:23:00","Very satisfied","Miss the print vehicle list facility...","Make changes to my existing Operator’s Licence","Extremely easy",-
"48883324","757","","","","","30/11/2016 09:28:00","30/11/2016 09:30:00","Very satisfied","First time used so no feedback yet","Make changes to my existing Operator’s Licence","Extremely easy",-
"48884262","758","","","","","30/11/2016 09:41:00","30/11/2016 09:43:00","Very satisfied","I am very happy with the service provided.","Find licensing information","Extremely easy",-
"48885461","759","","","","","30/11/2016 09:56:00","30/11/2016 09:58:00","Satisfied","Appears to be OK","Sign in to my existing account","Very easy",-
"48887214","760","","","","","30/11/2016 10:16:00","30/11/2016 10:17:00","Very satisfied","DONT THINK YOU CAN","Sign in to my existing account","Very easy",-
"48888264","761","","","","","30/11/2016 10:29:00","30/11/2016 10:30:00","Dissatisfied","The previous system was easier to use - ","Bus registrations","Neither easy nor difficult",-
"48890252","762","","","","","30/11/2016 10:51:00","30/11/2016 10:55:00","Dissatisfied","To view and check a vehicle list, i'd like to be able to print out the list, but there doesn't seem to be a way to do this. Also, in alpha/numeric sequence, rather than in order of addition to licence.","Find licensing information","Very easy",-
"48892063","763","","","","","30/11/2016 11:07:00","30/11/2016 11:09:00","Satisfied","could do with confirmation being posted on the site for applications and its progress or an additional tab to show the progress ","Make changes to my existing Operator’s Licence","Very easy",-
"48892629","764","","","","","30/11/2016 11:12:00","30/11/2016 11:16:00","Satisfied","To return to the main page from the individual sections, you need to click on ""save and return"". This is confusing as you wont always need to make changes but you still need t o return to the main menu page anyway. A separate ""return to main page"" button could be incorporated without the need to click on save changes. ","Sign in to my existing account","Very easy",-
"48896930","765","","","","","30/11/2016 11:43:00","30/11/2016 11:44:00","Satisfied","initial service level seems good","Make changes to my existing Operator’s Licence","Extremely easy",-
"48896914","766","","","","","30/11/2016 11:43:00","30/11/2016 11:44:00","Neither satisfied nor dissatisfied","There are no updates fields in the area were new licences or changes to a licence, this used to be available on the old site and was useful","Sign in to my existing account","Very easy",-
"48897577","767","","","","","30/11/2016 11:47:00","30/11/2016 11:49:00","Very satisfied","service is ok","Sign in to my existing account","Extremely easy",-
"48898162","768","","","","","30/11/2016 11:52:00","30/11/2016 11:54:00","Very dissatisfied","make it simplier to add or remove vehicles","Make changes to my existing Operator’s Licence","Extremely difficult","because there was no way to do this"
"48898753","769","","","","","30/11/2016 11:57:00","30/11/2016 12:01:00","Very satisfied","New operator self service system is very good and very easy to navigate around","Make changes to my existing Operator’s Licence","Very easy",-
"48899667","770","","","","","30/11/2016 12:05:00","30/11/2016 12:06:00","Very satisfied","DONT KNOW","Find licensing information","Extremely easy",-
"48899907","771","","","","","30/11/2016 12:08:00","30/11/2016 12:08:00","Very satisfied","Just Started using it ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48900446","772","","","","","30/11/2016 12:13:00","30/11/2016 12:18:00","Dissatisfied","Make the Manage Users side of things user friendly. Enable Searching for user rather than having to scroll through a huge number of names page by page in the hope that you can find the person you want. Also reinstate the emailing when you set up a new user and if you reset their password.  How do you reset their password in this new system?","Create a new account","Extremely difficult","Created new user but no idea whether it was set up as no email received as with old system.  Does the password now go to the user?  How do you reset a user's password?"
"48900917","773","","","","","30/11/2016 12:18:00","30/11/2016 12:19:00","Very satisfied","HAVE PRINT OPTIONS","Make changes to my existing Operator’s Licence","Extremely easy",-
"48902378","774","","","","","30/11/2016 12:35:00","30/11/2016 12:37:00","Very satisfied","I needed to check how long we had a certain vehicle, I found the information with ease. No improvement necessary.","Find licensing information","Extremely easy",-
"48906985","775","","","","","30/11/2016 13:35:00","30/11/2016 13:36:00","Very satisfied","At themoment nothing to improve","Find licensing information","Extremely easy",-
"48910121","776","","","","","30/11/2016 14:11:00","30/11/2016 14:12:00","Very satisfied","Fine as it is ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48914063","777","","","","","30/11/2016 14:54:00","30/11/2016 14:57:00","Very dissatisfied","By reinstating the functionality of the old website. Reg search shows date of first registration when it should show date of last effective registration. There is no search by date received function either","Bus registrations","Extremely difficult","As per previous, a lot of the functionality from the old TAN website has been removed which makes the job much harder"
"48914284","778","","","","","30/11/2016 14:56:00","30/11/2016 15:00:00","Very dissatisfied","i wanted to add a vehicle to my operator licence i logged in it made me change my password and then didnt give me the option to add a vehicle the old system was perfect why change it","Make changes to my existing Operator’s Licence","Extremely difficult","it didnt give me the option to add a vehicle to my licence"
"48914590","779","","","","","30/11/2016 15:01:00","30/11/2016 15:01:00","Very satisfied","Everything we need is there.","Make changes to my existing Operator’s Licence","Extremely easy",-
"48914750","780","","","","","30/11/2016 15:03:00","30/11/2016 15:04:00","Very satisfied","no comment","Sign in to my existing account","Extremely easy",-
"48917621","781","","","","","30/11/2016 15:37:00","30/11/2016 15:41:00","Very satisfied","The "".gov"" site designers really know how to make things easy, I visit many website daily for many aspects relating to our business, and the .gov sites are by far the easiest format and layout - Thank you ","Find licensing information","Extremely easy",-
"48919548","782","","","","","30/11/2016 16:02:00","30/11/2016 16:03:00","Neither satisfied nor dissatisfied","Website glitchy and menus disappear when trying to filter","Bus registrations","Neither easy nor difficult",-
"48919621","783","","","","","30/11/2016 16:03:00","30/11/2016 16:04:00","Very dissatisfied","return to the previous version of the webiste which was perfectly OK","Make changes to my existing Operator’s Licence","Extremely difficult","because i have no idea where to find the section for changing vehicles"
"48920405","784","","","","","30/11/2016 16:16:00","30/11/2016 16:17:00","Very satisfied","The new system is much easier to use then the old self service system","Make changes to my existing Operator’s Licence","Very easy",-
"48921888","785","","","","","30/11/2016 16:42:00","30/11/2016 16:43:00","Neither satisfied nor dissatisfied","Revert back ","Find licensing information","Fairly difficult ","Too many results show up"
"48922437","786","","","","","30/11/2016 16:51:00","30/11/2016 16:52:00","Neither satisfied nor dissatisfied","Needs a date of document on the documents page.","Find licensing information","Neither easy nor difficult",-
"48922526","787","","","","","30/11/2016 16:53:00","30/11/2016 16:54:00","Neither satisfied nor dissatisfied","Would be useful to have licence expiry dates on front page to give advance warning of upcoming tasks that will need to be done.","Find licensing information","Neither easy nor difficult",-
"48922581","788","","","","","30/11/2016 16:54:00","30/11/2016 16:54:00","Very satisfied","Worked perfectly","Make changes to my existing Operator’s Licence","Extremely easy",-
"48922887","789","","","","","30/11/2016 16:59:00","30/11/2016 17:00:00","Very satisfied","Very little, this is a fantastic advert for reduced form filling. Well done!","Apply for a new Operator’s licence","Extremely easy",-
"48924334","790","","","","","30/11/2016 17:36:00","30/11/2016 17:37:00","Satisfied","Difficult to navigate around, possibly as I become more familiar with the system this will improve ","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48931995","791","","","","","30/11/2016 21:44:00","30/11/2016 21:45:00","Dissatisfied","add a print page button as per old system","Find licensing information","Neither easy nor difficult",-
"48933125","792","","","","","30/11/2016 22:36:00","30/11/2016 22:40:00","Very satisfied","I was happy with password you gave me but I had to change it? But not a big problem. Just had to write something to continue. ","Make changes to my existing Operator’s Licence","Extremely easy",-
"48933790","793","","","","","30/11/2016 23:10:00","30/11/2016 23:11:00","Dissatisfied","Prefer the old system","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48934619","794","","","","","01/12/2016 00:13:00","01/12/2016 00:14:00","Very satisfied","Seems fine to me ! ","Sign in to my existing account","Extremely easy",-
"48935232","795","","","","","01/12/2016 01:34:00","01/12/2016 01:38:00","Very dissatisfied","cant find out what registrations been altered/withdrawn/new for a pacific area","Bus registrations","Extremely difficult","no way to do it in present format"
"48941864","796","","","","","01/12/2016 09:03:00","01/12/2016 09:05:00","Satisfied","not easy to get around","Make changes to my existing Operator’s Licence","Fairly difficult ","difficult to get around"
"48958159","797","","","","","01/12/2016 12:29:00","01/12/2016 12:32:00","Neither satisfied nor dissatisfied","This is the 1st time I have visited the new updated website.  Nowhere on the initial login page does it say the usernames and password's from the old website are carried over - I  registered again without realising.  This should be made clearer.","Sign in to my existing account","Fairly difficult ","I did not realise the old account was carried over, so I registered a new one.  Then I had to telephone the help desk as my new account wouldn't link with the O Licence.  After numerous minutes of confusion, he eventually established that the account from the old website was still active and assigned to our licence."
"48960363","798","","","","","01/12/2016 13:04:00","01/12/2016 13:05:00","Very satisfied","All fine no changes required","Make changes to my existing Operator’s Licence","Extremely easy",-
"48961994","799","","","","","01/12/2016 13:31:00","01/12/2016 13:32:00","Satisfied","An initial guide to use would have been helpful","Make changes to my existing Operator’s Licence","Very easy",-
"48967654","800","","","","","01/12/2016 14:46:00","01/12/2016 14:47:00","Very satisfied","None needed","Make changes to my existing Operator’s Licence","Extremely easy",-
"48967981","801","","","","","01/12/2016 14:51:00","01/12/2016 14:54:00","Very satisfied","THE SERVICE IS FINE AS IT IS","Make changes to my existing Operator’s Licence","Very easy",-
"48968570","802","","","","","01/12/2016 15:01:00","01/12/2016 15:03:00","Neither satisfied nor dissatisfied","old system easier to operate and see things at a glance  this seems to make work for works sake  civil servants just justifying their existance","Sign in to my existing account","Neither easy nor difficult",-
"48970509","803","","","","","01/12/2016 15:28:00","01/12/2016 15:29:00","Very satisfied","on multiple licences for one company, the Director changes need to be linked rather than having to change all the O Licences seperatly","Make changes to my existing Operator’s Licence","Extremely easy",-
"48972003","804","","","","","01/12/2016 15:54:00","01/12/2016 15:55:00","Dissatisfied","There is a lot more clicking on this new system.   For instance, if I want to add vehicles to 4 different licences, where before you could select the licence from a drop down, now you have to go all the way back to the start and get click happy.    Did anyone think about this ? ","Make changes to my existing Operator’s Licence","Neither easy nor difficult",-
"48971953","805","","","","","01/12/2016 15:53:00","01/12/2016 15:58:00","Dissatisfied","a vehicle list print option that prints all vehicles listed against relevant licence in one step - vehicle transfer option (this is greyed out for some reason) - it is not really clear that to remove a vehicle one clicks remove without selecting the box next to it -  - thanks","Sign in to my existing account","Fairly difficult ","being totally unfamiliar with the new set out it wasn't easy to locate where and how to complete familiar functione eg transfer a vehicle from one licence to another"
"48972485","806","","","","","01/12/2016 16:02:00","01/12/2016 16:03:00","Very satisfied","In this instance, I could see no need for improvement. ","Sign in to my existing account","Neither easy nor difficult",-
"48974355","807","","","","","01/12/2016 16:37:00","01/12/2016 16:38:00","Very dissatisfied","Make it easier to search as too many results are returned if you are not sure what vategory you should be looking under","Find licensing information","Extremely difficult","As previously stated"
"48980632","808","","","","","01/12/2016 19:51:00","01/12/2016 19:53:00","Very dissatisfied","Make it more like the old one and how do you add on this page","Make changes to my existing Operator’s Licence","Extremely difficult","Can not find where you add or remove"
"48991147","809","","","","","02/12/2016 08:03:00","02/12/2016 08:06:00","Dissatisfied","This service is very limited there is no option. ","Make changes to my existing Operator’s Licence","Extremely difficult","There is no option to check if the previous Manager has been sending information that he is resigning - "
"48993555","810","","","","","02/12/2016 09:02:00","02/12/2016 09:03:00","Very dissatisfied","You've lost my log in details when transfering to the new site","Sign in to my existing account","Extremely difficult","Doesn't regognise user name or password"
"48993974","811","","","","","02/12/2016 09:08:00","02/12/2016 09:09:00","Very satisfied","Not sure I will think about it","Make changes to my existing Operator’s Licence","Extremely easy",-
"48994643","812","","","","","02/12/2016 09:18:00","02/12/2016 09:22:00","Satisfied","Has this format for operator licences changed recently it is different from about 4 weeks ago, personally it was previously simpler and clearer","Find licensing information","Fairly difficult ","yes i think the site has been rearranged, personally not for the better"
"49002718","813","","","","","02/12/2016 11:11:00","02/12/2016 11:15:00","Dissatisfied","It is not very informative from the previous service you can not check out an application( ie: documentation needed or required and how the application is doing) you have made need to bring that back","Find licensing information","Extremely difficult","no full documentation on how the application is doing"
"49003406","814","","","","","02/12/2016 11:20:00","02/12/2016 11:21:00","Neither satisfied nor dissatisfied","Trying to add a Transport Manager, does not allow me to add a TM1 as only the person to be added can do this","Make changes to my existing Operator’s Licence","Fairly difficult ","cannot complete process "
"49003715","815","","","","","02/12/2016 11:25:00","02/12/2016 11:26:00","Very satisfied","It's good as it is","Find licensing information","Extremely easy",-
